QuestIndex;QuestName;Group;Type;LineIndex;EnglishText;ChineseText
65;Revenge on Zombies;BichonProvince;TaskDescription;0;Eliminate 30 {Shaman Zombies/Crimson} in ;请在 {BichonDeadMines/Yellow} 消灭 30 只 {Shaman Zombies/Crimson}，
65;Revenge on Zombies;BichonProvince;TaskDescription;1;{BichonDeadMines/Yellow}.;让它们为此付出代价。
65;Revenge on Zombies;BichonProvince;GotoMessage;0;Return to Eddie in BichonWall at 298:317;完成后回到比奇城墙 298:317 找 Eddie。
66;The Best Healthy Food;WoomyonWoods;Description;0;I cant really see that well. My sight is getting;我眼睛不太好了，视力随着年纪越来越差。
66;The Best Healthy Food;WoomyonWoods;Description;1;worse as I age. I heard my sight will get better if;听说多吃虫眼睛能改善视力，
66;The Best Healthy Food;WoomyonWoods;Description;2;I eat bug eyes. Could you get {BugEyes/LightSteelBlue} for me?;你能帮我弄些 {BugEyes/LightSteelBlue} 吗？
66;The Best Healthy Food;WoomyonWoods;Description;3;I hear that {HoroBlaster/Crimson} and {BlueHoroBlaster/Crimson} ones;听说 {HoroBlaster/Crimson} 和 {BlueHoroBlaster/Crimson} 的眼睛
66;The Best Healthy Food;WoomyonWoods;Description;4;are the best.;效果最好。
66;The Best Healthy Food;WoomyonWoods;TaskDescription;0;Kill {HoroBlaster/Crimson} and {BluHoroBlaster/Crimson} and Collect ;请击杀 {HoroBlaster/Crimson} 和 {BluHoroBlaster/Crimson}，收集
66;The Best Healthy Food;WoomyonWoods;TaskDescription;1;12 {BugEye/LightSteelBlue};12 个 {BugEye/LightSteelBlue}。
66;The Best Healthy Food;WoomyonWoods;GotoMessage;0;Return to MasterShok in WoomyonWoods;完成后回到雾隐森林找 MasterShok。
67;Medicine Research;WoomyonWoods;Description;0;{BlueHoroBlaster/Crimson} is in {InsectCave/Yellow}. The blood of;{BlueHoroBlaster/Crimson} 出没在 {InsectCave/Yellow}。这种虫子的血液
67;Medicine Research;WoomyonWoods;Description;1;this bug can be purified to be used as a ;经过提炼可以用来制作药剂。
67;Medicine Research;WoomyonWoods;Description;2;medicine. Could you bring me 12 {BugBlood/LightSteelBlue}?;你能帮我带回 12 份 {BugBlood/LightSteelBlue} 吗？
67;Medicine Research;WoomyonWoods;TaskDescription;0;Kill {BlueHoroBlaster's/Crimson} in {InsectCave/Yellow} and collect 12 ;请在 {InsectCave/Yellow} 猎杀 {BlueHoroBlaster's/Crimson} 并收集 12 份
67;Medicine Research;WoomyonWoods;TaskDescription;1;{BugBlood/LightSteelBlue};{BugBlood/LightSteelBlue}。
67;Medicine Research;WoomyonWoods;GotoMessage;0;Return the Blood back to Helen in WoomyonWoods;然后把血液带回雾隐森林交给 Helen。
68;Finding a Lost Item;WoomyonWoods;Description;0;Hello traveller, I have another task which suit's your;你好，旅行者，我还有一件很适合你的差事。
68;Finding a Lost Item;WoomyonWoods;Description;1;talent's.. I love my necklace in {InsectCave/Yellow}.;我在 {InsectCave/Yellow} 弄丢了心爱的项链。
68;Finding a Lost Item;WoomyonWoods;Description;2;Can you find and bring it back to me please?;你能帮我把它找回来吗？
68;Finding a Lost Item;WoomyonWoods;TaskDescription;0;Kill {SpiderFrog's/Crimson} and collect {BluJadeNecklace/LightSteelBlue}.;请击杀 {SpiderFrog's/Crimson}，并收集 {BluJadeNecklace/LightSteelBlue}。
68;Finding a Lost Item;WoomyonWoods;GotoMessage;0;Return the Blood back to Helen in WoomyonWoods;找到后把项链带回雾隐森林交给 Helen。
69;Find my Friend;WoomyonWoods;Description;0;My friend went to {InsectCave/Yellow} to find herbs, but;我的朋友去 {InsectCave/Yellow} 采药，
69;Find my Friend;WoomyonWoods;Description;1;hasn't returned yet. Do you think you can go ;到现在还没回来。你能去
69;Find my Friend;WoomyonWoods;Description;2;find {Soho/LimeGreen} in {InsectCave/Yellow}?;在 {InsectCave/Yellow} 找找 {Soho/LimeGreen} 吗？
69;Find my Friend;WoomyonWoods;TaskDescription;0;Search for {Soho/LimeGreen} in the Second Floor of ;请在 {InsectCave/Yellow} 二层寻找 {Soho/LimeGreen}，
69;Find my Friend;WoomyonWoods;TaskDescription;1;{InsectCave/Yellow}.;确认他的情况。
69;Find my Friend;WoomyonWoods;GotoMessage;0;Search for Helens friend Soho in InsectCave;到虫洞中寻找 Helen 的朋友 Soho。
70;Poisoned Friend;InsectCave;Description;0;I got attacked a couple days ago, and I got ;几天前我遭到袭击，被毒到了，
70;Poisoned Friend;InsectCave;Description;1;poisoned. I bought the {Antidote/LightSteelBlue} but the mobs ;虽然后来买了 {Antidote/LightSteelBlue}，
70;Poisoned Friend;InsectCave;Description;2;took my bag. ;但途中又被怪物抢走了包裹。
70;Poisoned Friend;InsectCave;TaskDescription;0;Kill {KekTal's/Crimson} and find {Soho's/LimeGreen} {Antidote/LightSteelBlue};请击杀 {KekTal's/Crimson}，找回 {Soho's/LimeGreen} 的 {Antidote/LightSteelBlue}。
70;Poisoned Friend;InsectCave;GotoMessage;0;Find and return Soho Backpack;找到并归还 Soho 的背包。
71;Lost Item;InsectCave;Description;0;I lost my bag because of the insects in the cave.;我在洞里的虫子袭击中丢了包，
71;Lost Item;InsectCave;Description;1;They took all my belongings. Could you please;里面所有东西都被拿走了。你能帮我
71;Lost Item;InsectCave;Description;2;get my stuff back? ;把那些东西追回来吗？
71;Lost Item;InsectCave;TaskDescription;0;Kill {VoiletKekTal/Crimson}, {KekTal/Crimson} and {BlueHoroBlaster's/Crimson} ;请击杀 {VoiletKekTal/Crimson}、{KekTal/Crimson} 和 {BlueHoroBlaster's/Crimson}，
71;Lost Item;InsectCave;GotoMessage;0;Return the Lost Items to Soho;把失物交还给 Soho。
72;News from a Friend;InsectCave;GotoMessage;0;Return to Helen in WoomyonWoods;回到雾隐森林找 Helen。
73;Research Report;WoomyonWoods;Description;0;Thankyou Traveller the assistance you have ;谢谢你，旅行者，多亏了你的相助，
73;Research Report;WoomyonWoods;Description;1;provided. I am so happy that my Friend {Soho/LimeGreen} ;我很高兴我的朋友 {Soho/LimeGreen}
73;Research Report;WoomyonWoods;Description;2;is alive and well. I have another task for you.;平安无事。我还有一件事想拜托你。
73;Research Report;WoomyonWoods;TaskDescription;0;Deliver {MobBlood/LightSteelBlue} to {Dr.Kim/LimeGreen} in {SerpentValley/Yellow};请把 {MobBlood/LightSteelBlue} 送到 {SerpentValley/Yellow} 的 {Dr.Kim/LimeGreen} 手中。
73;Research Report;WoomyonWoods;GotoMessage;0;Deliver MobBlood to Dr.Kim in SerpentValley;把 MobBlood 交给蛇谷的 Dr.Kim。
74;Free the Souls from Zombies;SerpentValley;Description;0;Traveler. Please enter the {SerpentDeadMine/Yellow} ;旅行者，请进入 {SerpentDeadMine/Yellow}，
74;Free the Souls from Zombies;SerpentValley;Description;1;and eliminate the threat.;消灭那里的威胁。
74;Free the Souls from Zombies;SerpentValley;TaskDescription;0;Eliminate 10 {GhostZombie/Crimson} and {DarkPriestZombie/Crimson}.;请消灭 10 只 {GhostZombie/Crimson} 和 {DarkPriestZombie/Crimson}。
74;Free the Souls from Zombies;SerpentValley;GotoMessage;0;Return to the VulnerableSon;完成后回到那位脆弱的少年身边。
74;Free the Souls from Zombies;SerpentValley;KillMessage;0; At SerpentDeadMine Entrance.;在蛇谷死亡矿入口击杀僵尸。
75;Wipe Out;SerpentValley;Description;0;Have you heard of the {SerpentDeadMine/Yellow}? I keep ;你听说过 {SerpentDeadMine/Yellow} 吗？我总能听到
75;Wipe Out;SerpentValley;Description;1;hearing chain's. coming from the Mine its ;从矿里传来的锁链声，
75;Wipe Out;SerpentValley;Description;2;driving me mad.;快要把我逼疯了。
75;Wipe Out;SerpentValley;TaskDescription;0;Eliminate 15 {ChainGhoul's/Crimson}.;请消灭 15 只 {ChainGhoul's/Crimson}。
75;Wipe Out;SerpentValley;GotoMessage;0;Return to Chandler in SerpentValley;完成后回到蛇谷找 Chandler。
76;Bloody Sword;SerpentValley;Description;0;Rumours take it.. theres a very rare Sword in the ;听说北边矿区里藏着一把非常稀有的剑，
76;Bloody Sword;SerpentValley;Description;1;Mines north. Can you please bring me it?;你能帮我把它带回来吗？
76;Bloody Sword;SerpentValley;TaskDescription;0;Kill {HiGreatGhoul/Crimson} on {SerpentDeadMines 2F/Yellow};请在 {SerpentDeadMines 2F/Yellow} 击杀 {HiGreatGhoul/Crimson}，
76;Bloody Sword;SerpentValley;TaskDescription;1;and retrieve the {BloodySword/LightSteelBlue};并取得 {BloodySword/LightSteelBlue}。
76;Bloody Sword;SerpentValley;GotoMessage;0;Return to Blacksmith Bradly in SerpentValley;然后回到蛇谷找铁匠 Bradly。
77;Call from the Dead;SerpentValley;Description;0;Please return to {Robin/LimeGreen} Warehouse Keeper in ;请回到 {MongchonProvince/Yellow}，找仓库管理员 {Robin/LimeGreen}，
77;Call from the Dead;SerpentValley;Description;1;{MongchonProvince/Yellow} ;听听他怎么说。
78;Hidden Box;MongchonProvince;Description;0;Thankyou traveler. For returning my son's {Robe/LightSteelBlue} I have a task;谢谢你把我儿子的 {Robe/LightSteelBlue} 带了回来，我还有一件事想拜托你，
78;Hidden Box;MongchonProvince;Description;1;if your to the challenge. My Son was looking for some treasure in ;如果你有兴趣接受挑战的话。他当时在
78;Hidden Box;MongchonProvince;Description;2;{SerpentDeadMine/Yellow} There was a letter in his Robes saying he found;{SerpentDeadMine/Yellow} 寻找宝物，衣服里留下的信说他已经找到
78;Hidden Box;MongchonProvince;Description;3;the Gold. Please return and retrieve the {StolenGold/LightSteelBlue};黄金。请你回去帮我取回 {StolenGold/LightSteelBlue}。
78;Hidden Box;MongchonProvince;TaskDescription;0;Kill {RotNdZombie/Crimson} located on {SerpentDeadMine 2F/Yellow};请在 {SerpentDeadMine 2F/Yellow} 击杀 {RotNdZombie/Crimson}。
79;Darkness from the Mines;SerpentValley;Description;0;There seem's to be a Dark and Evil Aura coming ;那里似乎正涌出一股强烈的黑暗气息，
79;Darkness from the Mines;SerpentValley;Description;1;from the {Mine/Yellow};源头就在 {Mine/Yellow}。
79;Darkness from the Mines;SerpentValley;TaskDescription;0;Investigate the source of Evil in ;请调查邪恶气息的来源，
79;Darkness from the Mines;SerpentValley;TaskDescription;1;{SerpentDeadMine/Yellow};前往 {SerpentDeadMine/Yellow} 深处一探究竟。
79;Darkness from the Mines;SerpentValley;GotoMessage;0;Search for the Darkness within the SerpentDeadMines;在蛇谷死亡矿区中寻找黑暗力量的源头。
80;Secret of the Skull;SerpentDeadMine;Description;0;A Scroll with a description. It must be important.;这是一张写满文字的卷轴，看起来相当重要。
80;Secret of the Skull;SerpentDeadMine;TaskDescription;0;Deliver the {HiddenScroll/LightSteelBlue} to {Dr.Kim/LimeGreen}.;请把 {HiddenScroll/LightSteelBlue} 交给 {Dr.Kim/LimeGreen}。
80;Secret of the Skull;SerpentDeadMine;GotoMessage;0;Return the HiddenScroll to Dr.Kim;把 HiddenScroll 送回给 Dr.Kim。
81;Dark Shadow;SerpentValley;Description;0;Traveler Please return to the {SerpentDeadMines/Yellow} ;旅行者，请再次前往 {SerpentDeadMines/Yellow}，
81;Dark Shadow;SerpentValley;Description;1;and complete the task which was on the ;完成卷轴上
81;Dark Shadow;SerpentValley;Description;2;{HiddenScroll/LightSteelBlue}. ;{HiddenScroll/LightSteelBlue} 所记载的任务。
81;Dark Shadow;SerpentValley;TaskDescription;0;Eliminate {RotShamanZombie's/Crimson} and retrieve ;请消灭 {RotShamanZombie's/Crimson}，并从 {HiGreatGhoul/Crimson} 身上取得
81;Dark Shadow;SerpentValley;TaskDescription;1;{HeartOfDead/LightSteelBlue} from the {HiGreatGhoul/Crimson};{HeartOfDead/LightSteelBlue}。
81;Dark Shadow;SerpentValley;GotoMessage;0;Return to Dr.Kim in SerpentValley;完成后回到蛇谷找 Dr.Kim。
82;White Serpent;SerpentValley;Description;0;Traveler... Traveler. I'm in dire need of your ;旅行者……旅行者，我现在非常需要你的帮助。
82;White Serpent;SerpentValley;Description;1;help... I've just received new's regarding a ;我刚刚得到消息，说在
82;White Serpent;SerpentValley;Description;2;very rare creature in {SerpentDeadMines/Yellow} ;{SerpentDeadMines/Yellow} 里出现了一种非常罕见的生物，
82;White Serpent;SerpentValley;Description;3;the {WhiteSerpent/Crimson} sound's interesting ;名叫 {WhiteSerpent/Crimson}，听起来很有意思，
82;White Serpent;SerpentValley;Description;4;does it not? ;
82;White Serpent;SerpentValley;TaskDescription;0;Eliminate {WhiteSerpent/Crimson} in {SerpentDeadMine/Yellow}.;
82;White Serpent;SerpentValley;GotoMessage;0;Return the Collector in SerpentValley;完成后回到蛇谷找收藏家。
83;Material for Clothing;SerpentValley;Description;0;Good to see you again traveler. Please can you ;又见面了，旅行者。我有件事想请你帮忙。
83;Material for Clothing;SerpentValley;Description;1;take this order to {Sam/LimeGreen} the Drapery Merchant in ;请把这份订单交给 {TaoVillage/Yellow} 的布商 {Sam/LimeGreen}，
83;Material for Clothing;SerpentValley;Description;2;{TaoVillage/Yellow}.;他正在等这批货。
83;Material for Clothing;SerpentValley;TaskDescription;0;Head North through {WoomyonWoods/Yellow} and deliver ;沿着北边穿过 {WoomyonWoods/Yellow}，
83;Material for Clothing;SerpentValley;TaskDescription;1;the {TraineeSuit/LightSteelBlue} to {Drapery Sam/LimeGreen}.;把 {TraineeSuit/LightSteelBlue} 交给 {Drapery Sam/LimeGreen}。
83;Material for Clothing;SerpentValley;GotoMessage;0;Travel to TaoVillage and speak to Sam at 206:319;前往道观村，在 206:319 找 Sam 交货。
84;Missing Materials;TaoVillage;Description;0;Have you ever heard of {TreePath/Yellow}? It's such a ;你听说过 {TreePath/Yellow} 吗？那里是个采集材料的好地方。
84;Missing Materials;TaoVillage;Description;1;great place to gather resources. Please travel ;请你去那边一趟，
84;Missing Materials;TaoVillage;Description;2;there and collect the materials I require.;帮我收集一些我需要的材料。
84;Missing Materials;TaoVillage;TaskDescription;0;Please collect 10 {RedThread's/LightSteelBlue} and {BlackThread's/LightSteelBlue};请通过击杀 {VenomSpider's/Crimson} 和 {GreatSpider's/Crimson}，收集 10 个 {RedThread's/LightSteelBlue}
84;Missing Materials;TaoVillage;TaskDescription;1;by killing {VenomSpider's/Crimson} and {GreatSpider's/Crimson};以及 10 个 {BlackThread's/LightSteelBlue}。
84;Missing Materials;TaoVillage;GotoMessage;0;Return to Sam in TaoVillage with the Materials;收集完成后回到道观村找 Sam。
85;Save the Cursed Souls;TaoVillage;Description;0;Myths and Rumours say that Collecting ;传说中，如果收集
85;Save the Cursed Souls;TaoVillage;Description;1;{Zombie Heart's/LightSteelBlue} for a special Ridual.;并在仪式中使用 {Zombie Heart's/LightSteelBlue}，
85;Save the Cursed Souls;TaoVillage;Description;2;repells them from the Area.;就能驱散这片区域的亡灵。
85;Save the Cursed Souls;TaoVillage;TaskDescription;0;Collect 10 {ZombiesHeart/LightSteelBlue} from {CursedPriest's/Crimson}.;请从 {CursedPriest's/Crimson} 身上收集 10 个 {ZombiesHeart/LightSteelBlue}。
85;Save the Cursed Souls;TaoVillage;GotoMessage;0;Return to MasterMK in TaoVillage;然后回到道观村找 MasterMK。
86;Uniform Order Status;TaoVillage;Description;0;Traveler, Can you please assist me? I placed an ;旅行者，能请你帮我个忙吗？我之前在
86;Uniform Order Status;TaoVillage;Description;1;order with {Ann/LimeGreen} in {BichonWall/Yellow} but this ;{BichonWall/Yellow} 的 {Ann/LimeGreen} 那里下过一批制服订单，
86;Uniform Order Status;TaoVillage;Description;2;was ages ago.. Can you enquire about my order.;但已经过去很久了。你能去问问订单的情况吗？
86;Uniform Order Status;TaoVillage;TaskDescription;0;Please travel to {BichonWall/Yellow} and speak to {Ann/LimeGreen};请前往 {BichonWall/Yellow}，与 {Ann/LimeGreen}
86;Uniform Order Status;TaoVillage;TaskDescription;1;the Drapery Merchant.;这位布商聊一聊。
86;Uniform Order Status;TaoVillage;GotoMessage;0;Travel to BichonWall Drapery Shop and speak with Ann;去比奇城墙的布店与 Ann 谈话。
87;Locate the Carriage;BichonProvince;Description;0;The Order left day's ago.. ;货物几天前就已经发出，
87;Locate the Carriage;BichonProvince;Description;1;He should have recieved her order by now.. ;按理说现在早就该送到了……
87;Locate the Carriage;BichonProvince;TaskDescription;0;Locate the missing Carriage.;请查明那辆失踪马车的下落。
87;Locate the Carriage;BichonProvince;GotoMessage;0;Search for the Missing Carriage on the way to TaoVillage;在前往道观村的路上寻找失踪的马车。
88;Zombies Attack on Carriage;TaoVillage;Description;0;Report that the Carriage was attacked.;向上级回报马车遭到僵尸袭击的情况。
88;Zombies Attack on Carriage;TaoVillage;TaskDescription;0;Return to the {LeadTrainer/LimeGreen}.;请回去找 {LeadTrainer/LimeGreen} 复命。
88;Zombies Attack on Carriage;TaoVillage;GotoMessage;0;Return to LeadTrainer at 227:269 ;回到 227:269 找 LeadTrainer。
89;Zombies Hunt;TaoVillage;Description;0;There seem's to be a lot of Zombie's presence ;最近僵尸的活动越来越频繁，
89;Zombies Hunt;TaoVillage;Description;1;lately. Head West to the {MineralMines/Yellow}.;请前往西边的 {MineralMines/Yellow}。
89;Zombies Hunt;TaoVillage;Description;2; ; 
89;Zombies Hunt;TaoVillage;TaskDescription;0;Eliminate 10 {CursedPriest/Crimson}, {ShiZombie/Crimson}, ;请在 {MineralMines/Yellow} 消灭 10 只 {CursedPriest/Crimson}、{ShiZombie/Crimson}
89;Zombies Hunt;TaoVillage;TaskDescription;1;{CursedZombie's/Crimson}.;以及若干 {CursedZombie's/Crimson}。
89;Zombies Hunt;TaoVillage;GotoMessage;0;Return to LeadTrainer in TaoVillage 227:269;完成后在 227:269 回报给 LeadTrainer。
90;Gathering Material;TaoVillage;Description;0;Please head back to {TreePath/Yellow} and gather more ;请再回到 {TreePath/Yellow}，
90;Gathering Material;TaoVillage;Description;1;{Materials/LightSteelBlue}.;采集更多 {Materials/LightSteelBlue}。
90;Gathering Material;TaoVillage;TaskDescription;0;Find 5 {AncientTree/LightSteelBlue} by killing {RootSpider's/Crimson}.;请通过击杀 {RootSpider's/Crimson} 收集 5 份 {AncientTree/LightSteelBlue}。
90;Gathering Material;TaoVillage;GotoMessage;0;Return to Jerald to TaoVillage 234:301;收集完成后回到 234:301 找 Jerald。
91;Help the Lumberer;TaoVillage;Description;0;Traveler.. Alittle help please. I was in {TreePath/Yellow}.;旅行者……能帮我个小忙吗？我刚才在 {TreePath/Yellow}
91;Help the Lumberer;TaoVillage;Description;1;Chopping {Wood/LightSteelBlue} when i was starteld and dropped ;砍伐 {Wood/LightSteelBlue} 时被吓了一跳，结果把
91;Help the Lumberer;TaoVillage;Description;2;my {Axe/LightSteelBlue};自己的 {Axe/LightSteelBlue} 掉了。
91;Help the Lumberer;TaoVillage;TaskDescription;0;Locate and Kill {BloodyLureSpider/Crimson} and retrieve ;请找到并击杀 {BloodyLureSpider/Crimson}，取回
91;Help the Lumberer;TaoVillage;TaskDescription;1;the {WornAxe/LightSteelBlue};{WornAxe/LightSteelBlue}。
91;Help the Lumberer;TaoVillage;GotoMessage;0;Return the LumberAxe to Sigmund in TaoVillage 166:339;把伐木斧交还给道观村 166:339 的 Sigmund。
92;Deep into the Woods;TaoVillage;Description;0;There's been a Monster Kill Order issued. ;已经下达了一份怪物讨伐令，
92;Deep into the Woods;TaoVillage;Description;1;Please carry out this Order.;希望你能协助执行。
92;Deep into the Woods;TaoVillage;TaskDescription;0;Eliminate 4 {GangSpider/Crimson}, {RootSpider/Crimson} 5 ;请消灭 4 只 {GangSpider/Crimson}、5 只 {RootSpider/Crimson}，
92;Deep into the Woods;TaoVillage;TaskDescription;1;{LureSpider/Crimson} and {GreatSpider's/Crimson}.;以及一定数量的 {LureSpider/Crimson} 和 {GreatSpider's/Crimson}。
92;Deep into the Woods;TaoVillage;GotoMessage;0;Return to Jerry in TaoVillage;完成后回到道观村找 Jerry。
93;Runaway Student;TaoVillage;Description;0;Student's like to take risk's.. but there's one ;学生总喜欢冒险……然而现在有一名学生
93;Runaway Student;TaoVillage;Description;1;missing.;失踪了。
93;Runaway Student;TaoVillage;TaskDescription;0;Search for the Missing Student. ;请去寻找这名失踪的学生。
93;Runaway Student;TaoVillage;GotoMessage;0;Search for the missing Student in TreePath;到 TreePath 一带寻找那名学生。
94;Bad News;TaoVillage;Description;0;After searching the {CrushedBone's/LimeGreen} it's missing ;我们检查了 {CrushedBone's/LimeGreen} 的遗物，发现
94;Bad News;TaoVillage;Description;1;the {TraineeRing/LightSteelBlue}.;行囊里少了 {TraineeRing/LightSteelBlue}。
94;Bad News;TaoVillage;TaskDescription;0;Retrieve the {TraineeRing/LightSteelBlue} by killing {VenomSpider/Crimson}.;请通过击杀 {VenomSpider/Crimson} 找回那枚 {TraineeRing/LightSteelBlue}。
94;Bad News;TaoVillage;GotoMessage;0;Return the TraineeRing to Hubert in TaoVillage 194:297;找到后在 194:297 把 TraineeRing 交给 Hubert。
95;Letters to Parents;TaoVillage;Description;0;I miss my Parent's so much. Please can you help?;我非常想念我的父母，你能帮我一个忙吗？
95;Letters to Parents;TaoVillage;TaskDescription;0;Delivery {SkysLetter/LightSteelBlue} to {Sir.Mogu/LimeGreen} in {BichonWall/Yellow}.;请把 {SkysLetter/LightSteelBlue} 送到 {BichonWall/Yellow}，交给 {Sir.Mogu/LimeGreen}。
95;Letters to Parents;TaoVillage;GotoMessage;0;Deliver SkysLetter to Sir.Mogu in BichonWall Tavern;在比奇城墙的酒馆将 SkysLetter 交给 Sir.Mogu。
96;Cooking Beef Rib Stew;BichonProvince;Description;0;The {Butcher/LimeGreen} in {WoomyonWoods/Yellow} just opened a;{WoomyonWoods/Yellow} 的 {Butcher/LimeGreen} 刚开了一家新店，
96;Cooking Beef Rib Stew;BichonProvince;Description;1;new store. He asked me for some help. ;他希望我能帮他一把。
96;Cooking Beef Rib Stew;BichonProvince;TaskDescription;0;Collect 10 {BeefRib/LightSteelBlue} by Killing {WoomaSoldier's/Crimson};请通过击杀 {WoomaSoldier's/Crimson} 收集 10 份 {BeefRib/LightSteelBlue}，
96;Cooking Beef Rib Stew;BichonProvince;TaskDescription;1;and deliver to the {Butcher/LimeGreen} in {WoomyonWoods/Yellow};然后交给 {WoomyonWoods/Yellow} 的 {Butcher/LimeGreen}。
96;Cooking Beef Rib Stew;BichonProvince;GotoMessage;0;Deliver BeefRib to Butcher Han in WoomyonWoods;把 BeefRib 交给雾隐森林的屠夫 Han。
97;Danger (WoomyonWoods);WoomyonWoods;Description;0;Traveler. Please Warn the {SubjugationLead/LimeGreen} in ;旅行者，请去提醒 {WoomyonWoods/Yellow} 的 {SubjugationLead/LimeGreen}，
97;Danger (WoomyonWoods);WoomyonWoods;Description;1;{WoomyonWoods/Yellow} about the pending threat.;关于即将到来的威胁。
97;Danger (WoomyonWoods);WoomyonWoods;TaskDescription;0;Travel to {WoomyonWoods/Yellow} and warm them ;请前往 {WoomyonWoods/Yellow}，提前警告他们
97;Danger (WoomyonWoods);WoomyonWoods;TaskDescription;1;about the pending Threat.;这场即将到来的危机。
97;Danger (WoomyonWoods);WoomyonWoods;GotoMessage;0;Travel to WoomyonWoods and Warn SubjugationLead.;前往雾隐森林，警告 SubjugationLead。
98;Monster Hunt in Wooma;WoomyonWoods;Description;0;We need to damage this threat quickly. Head to ;我们必须尽快削弱这股威胁。请前往
98;Monster Hunt in Wooma;WoomyonWoods;Description;1;South-West to the {Temple/Yellow} and try weaken ;西南方向的 {Temple/Yellow}，
98;Monster Hunt in Wooma;WoomyonWoods;Description;2;it's resolve.;尽可能打击它们的士气。
98;Monster Hunt in Wooma;WoomyonWoods;TaskDescription;0;Eliminate 20 {Dung/Crimson} and {WoomaSoldiers/Crimson}.;请消灭 20 只 {Dung/Crimson} 和 {WoomaSoldiers/Crimson}。
98;Monster Hunt in Wooma;WoomyonWoods;CompletionDescription;0;Your back, Let's hope your actions has weaken the threat.;你回来了，希望你的行动已经削弱了那股威胁。
98;Monster Hunt in Wooma;WoomyonWoods;GotoMessage;0;Return to SubjugationLead in WoomyonWoods;回到雾隐森林找 SubjugationLead。
99;Boss Mob Hunt;WoomyonWoods;Description;0;Travel, I have another task. ;旅行者，我还有另一项任务。
99;Boss Mob Hunt;WoomyonWoods;Description;1;I'm still worried by this threat. I have decided we ;我仍然对这股威胁感到不安，我决定
99;Boss Mob Hunt;WoomyonWoods;Description;2;should send these creatures a message.;给这些家伙一点颜色看看。
99;Boss Mob Hunt;WoomyonWoods;TaskDescription;0;Eliminate 20 {FlamingWooma's/Crimson} and ;请在 {WoomaTemple/Yellow} 消灭 20 只 {FlamingWooma's/Crimson}
99;Boss Mob Hunt;WoomyonWoods;TaskDescription;1;{WoomaFighter's/Crimson} in {WoomaTemple/Yellow}.;以及若干 {WoomaFighter's/Crimson}。
99;Boss Mob Hunt;WoomyonWoods;GotoMessage;0;Return to SubjugationLead in WoomyonWoods;完成后回到雾隐森林找 SubjugationLead。
100;Deadly Attack;WoomyonWoods;Description;0;We have been receiving new report's.;我们又收到了新的报告，
100;Deadly Attack;WoomyonWoods;Description;1;There is a New type of creature in the {Temple/Yellow}.;在 {Temple/Yellow} 中出现了一种全新的怪物。
100;Deadly Attack;WoomyonWoods;TaskDescription;0;Eliminate 30 {WoomaWarrior's/Crimson} and a ;请消灭 30 只 {WoomaWarrior's/Crimson}，并击败一只
100;Deadly Attack;WoomyonWoods;TaskDescription;1;{WoomaGaurdian/Crimson} and return his {Horn/LightSteelBlue}.;{WoomaGaurdian/Crimson}，并带回它的 {Horn/LightSteelBlue}。
100;Deadly Attack;WoomyonWoods;GotoMessage;0;Return to SubjagationManager in BichonWall with an update.;带着最新战况回到比奇城墙找 SubjagationManager。
101;Boss Mob of Woomyon;WoomyonWoods;Description;0;The Howling oh the Howling.. Search for the ;呼啸声，一阵又一阵……去寻找声音的源头，
101;Boss Mob of Woomyon;WoomyonWoods;Description;1;Source and Kill the creature.;并将那只怪物消灭掉。
101;Boss Mob of Woomyon;WoomyonWoods;TaskDescription;0;Eliminate the {OmaWarrior/Crimson}.;请击杀 {OmaWarrior/Crimson}。
101;Boss Mob of Woomyon;WoomyonWoods;GotoMessage;0;Return to MasterShok 312:73;完成后回到 312:73 找 MasterShok。
102;Trip to Mongchon;BichonProvince;Description;0;Oh Hello Traveler. ;哦，原来是你，旅行者。
102;Trip to Mongchon;BichonProvince;Description;1;Have you ever heard of {MongchonProvince/Yellow}? ;你听说过 {MongchonProvince/Yellow} 吗？
102;Trip to Mongchon;BichonProvince;Description;2;They are in need of help.;那里现在急需人手帮忙。
102;Trip to Mongchon;BichonProvince;TaskDescription;0;Talk to {Edwin/LimeGreen} in {MongchonProvince/Yellow}.;请前往 {MongchonProvince/Yellow}，与 {Edwin/LimeGreen} 交谈。
102;Trip to Mongchon;BichonProvince;GotoMessage;0;Travel to MongchonWall via SerpentValley and Speak with Edwin;经由蛇谷前往盟重城墙，与 Edwin 谈话。
103;Abnormal Creatures;MongchonProvince;Description;0;Did anyone tell you about {Death Valley/Yellow}? It's a;有人跟你说过 {Death Valley/Yellow} 吗？
103;Abnormal Creatures;MongchonProvince;Description;1;place with lots of cliffs and rocks. The insects in;那是一片布满峭壁和岩石的险地，那里的虫类
103;Abnormal Creatures;MongchonProvince;Description;2;this area are growing abnormally big. I've been;正以异常的速度长大。我已经研究它们很多年了。
103;Abnormal Creatures;MongchonProvince;Description;3;researching them for years. I was trying to get a;几天前我想取得一份 {WhimperingBee/Crimson} 的
103;Abnormal Creatures;MongchonProvince;Description;4;{Specimen/LightSteelBlue} of {WhimperingBee/Crimson} a few days ago, but ;{Specimen/LightSteelBlue} 样本，却被它们袭击了。
103;Abnormal Creatures;MongchonProvince;Description;5;I was attacked by them. ;
